Policy_ID,Customer_Age,Gender,Policy_Type,Annual_Income,Property_Age,Claim_History,Risk_Score,Premium_Amount,Claim_Amount,fraudulent_claim
POL161156,38,Male,Property,81445.6,7,0,Low,490,5597.02,0
POL161157,18,Male,Life,15000,14,0,High,500,35758.46,0
POL161158,19,Male,Health,32650.19,13,3,High,402,29244.7,1
POL161159,59,Male,Life,69306.54,18,1,High,582,36138.81,0
POL161160,60,Male,Auto,64736.59,3,3,High,684,31460.87,1
POL161161,43,Female,Life,68906.36,17,3,High,550,29018.22,0
POL161162,20,Female,Auto,76372.93,1,0,Low,504,5493.94,0
POL161163,41,Female,Health,37255.18,6,1,Low,346,6152.22,0
POL161164,43,Female,Auto,46582.16,8,2,Medium,600,12888.43,0
POL161165,25,Female,Property,54813.34,8,0,Low,464,8411.89,0
POL161166,64,Female,Property,59370.11,2,1,Low,542,6392.15,0
POL161167,54,Male,Property,90704.58,6,1,Low,522,4032.02,0
POL161168,25,Female,Life,49599.06,15,0,High,514,28474.15,0
POL161169,35,Male,Property,73687.94,1,1,Low,484,11309.1,0
POL161170,35,Female,Health,89187.44,18,5,High,434,29679.54,1
POL161171,29,Female,Auto,57887.79,2,0,Low,522,8604.53,0
POL161172,53,Male,Health,38187.16,8,0,Low,370,7677.73,0
POL161173,57,Female,Life,37837.88,11,0,High,578,35947.37,0
POL161174,19,Female,Auto,23585.77,9,2,Medium,552,17767.88,0
POL161175,37,Female,Property,41060.65,9,0,Low,488,6632.69,0
POL161176,20,Male,Property,86282.68,1,0,Low,454,2032.21,0
POL161177,57,Male,Health,68086.59,4,0,Low,378,5811.63,0
POL161178,61,Male,Health,70131.04,8,2,Medium,436,12087.97,1
POL161179,51,Male,Life,61462.18,18,2,High,566,30504.3,0
POL161180,66,Female,Life,43822.19,10,1,High,596,32280.91,0
POL161181,63,Male,Auto,65181.4,11,1,High,690,30782.21,0
POL161182,63,Male,Health,85100.77,16,2,High,490,31742.37,1
POL161183,23,Male,Health,73525.89,17,1,High,410,30114.41,0
POL161184,57,Male,Health,73314.6,9,0,Low,378,7256.32,0
POL161185,27,Female,Property,85175.41,15,2,Medium,518,17062.3,0
POL161186,41,Female,Auto,89039.35,12,2,Medium,596,14389.94,0
POL161187,35,Female,Life,51352.06,12,1,High,534,25374.94,1
POL161188,50,Female,Life,95619,5,4,High,564,30413.97,0
POL161189,56,Male,Auto,69342.4,9,1,Low,576,3425.4,0
POL161190,24,Male,Property,72967.44,18,2,High,562,29064.21,1
POL161191,62,Male,Auto,64706.19,6,2,Medium,638,17624.77,0
POL161192,65,Male,Auto,74150.46,16,0,High,694,29926.58,0
POL161193,61,Male,Health,46432.32,0,0,Low,386,6378.7,0
POL161194,46,Male,Auto,87394.09,8,1,Low,556,0,0
POL161195,36,Male,Auto,58319.91,7,2,Medium,586,13670.83,0
POL161196,55,Female,Property,50832.06,18,0,High,624,31156.18,0
POL161197,56,Male,Life,96752.26,18,3,High,576,32195.73,0
POL161198,42,Male,Life,37468.14,19,0,High,548,32030.03,1
POL161199,34,Female,Auto,47656.75,13,0,High,632,27456.09,0
POL161200,68,Male,Health,64172.99,4,0,Low,400,6374.7,0
POL161201,54,Male,Health,62702.75,19,0,High,472,29943.93,0
POL161202,20,Female,Property,49707.37,2,1,Low,454,3790.53,0
POL161203,41,Male,Auto,94116.53,4,3,High,646,32382.46,1
POL161204,35,Male,Health,39373.34,7,0,Low,334,10863.35,0
POL161205,66,Male,Auto,46124.26,17,1,High,696,30096.16,0
POL161206,43,Female,Life,44650.74,16,3,High,550,29579.95,1
POL161207,38,Male,Auto,67185.59,10,1,High,640,31896.58,0
POL161208,28,Female,Health,33681.48,5,3,High,420,27946.16,0
POL161209,58,Male,Life,39286.04,1,1,Low,480,3692.11,0
POL161210,34,Female,Health,70804.27,12,2,Medium,382,11236.71,0
POL161211,68,Female,Health,63408.29,14,3,High,500,32546.83,0
POL161212,62,Male,Auto,32627.85,10,5,High,688,31155.12,0
POL161213,55,Female,Health,24125.54,13,2,Medium,424,12698.12,1
POL161214,38,Female,Auto,98716.56,13,2,Medium,590,10730.84,0
POL161215,21,Male,Property,78175.33,18,0,High,556,28174.93,0
POL161216,49,Male,Health,91030.81,15,0,High,462,29654.98,1
POL161217,35,Male,Property,63303.89,14,0,High,584,30570.41,1
POL161218,61,Female,Auto,55508,15,3,High,686,22822.04,0
POL161219,45,Female,Life,38063.11,13,0,High,554,27823.49,0
POL161220,53,Female,Auto,44499.09,6,0,Low,570,6946.91,0
POL161221,54,Male,Property,52662.6,15,1,High,622,30817.85,0
POL161222,61,Female,Auto,54597.7,7,0,Low,586,1369.01,1
POL161223,67,Male,Health,64627.43,7,4,High,498,27486.48,0
POL161224,43,Female,Auto,56386.74,18,2,High,650,32896.16,0
POL161225,66,Female,Life,64296.51,15,1,High,596,27675.13,1
POL161226,41,Male,Life,51585.18,13,1,High,546,27181.99,0
POL161227,27,Male,Life,82915.95,10,5,High,518,25560.89,0
POL161228,55,Male,Property,58127.34,16,1,High,624,29147.22,0
POL161229,66,Male,Life,66444.99,11,1,High,596,33677.4,0
POL161230,25,Male,Health,56842.04,12,0,High,414,26010.41,0
POL161231,19,Male,Health,60844.58,9,1,Low,302,4909.88,0
POL161232,61,Male,Auto,88778.27,11,2,Medium,636,15890.36,1
POL161233,52,Male,Health,78034.24,7,1,Low,368,3234.54,0
POL161234,69,Male,Life,37650.1,5,2,Medium,552,11713.65,0
POL161235,38,Male,Auto,43018.33,19,1,High,640,28230.72,0
POL161236,44,Male,Auto,90907.26,6,0,Low,552,8239.37,0
POL161237,40,Male,Property,71989.76,6,0,Low,494,6123.3,0
POL161238,49,Male,Health,56366.97,14,2,Medium,412,15561.57,0
POL161239,43,Female,Auto,103802.54,11,0,High,650,30049.64,0
POL161240,24,Female,Life,37720.96,4,1,Low,412,5185.76,0
POL161241,50,Male,Health,73306.17,0,2,Medium,414,19722.32,0
POL161242,34,Male,Auto,63577.67,4,2,Medium,582,16462.04,0
POL161243,25,Female,Auto,55271.75,19,2,High,614,27667.16,0
POL161244,59,Female,Property,72397.22,1,0,Low,532,4855.56,0
POL161245,34,Male,Health,54512.84,4,3,High,432,24618.02,0
POL161246,65,Male,Property,56571.32,5,1,Low,544,1678.15,0
POL161247,59,Male,Property,81640.68,16,1,High,632,35702.88,1
POL161248,64,Male,Auto,96526.76,9,2,Medium,642,14442.38,1
POL161249,65,Female,Auto,57244.13,16,0,High,694,32531.32,1
POL161250,35,Male,Health,48348.98,18,2,High,434,30710.05,1
POL161251,53,Female,Life,32856.93,1,0,Low,470,6437.8,0
POL161252,56,Female,Life,68490.01,12,1,High,576,24805.54,0
POL161253,61,Male,Auto,57028.04,13,0,High,686,30225.5,0
POL161254,40,Female,Property,59351.6,17,1,High,594,29787.6,0
POL161255,29,Female,Life,54304.77,6,0,Low,422,3678.39,0
POL161256,40,Male,Property,64358.07,14,1,High,594,34621.68,1
POL161257,50,Male,Auto,64996.88,4,2,Medium,614,16183.99,0
POL161258,45,Female,Health,66620.15,5,1,Low,354,1952.23,0
POL161259,61,Female,Life,64448.01,18,2,High,586,29027.9,0
POL161260,40,Female,Health,49220.03,0,0,Low,344,4179.52,0
POL161261,24,Male,Auto,84171.03,7,0,Low,512,7081.64,0
POL161262,64,Male,Property,52271.04,12,0,High,642,26883.93,0
POL161263,19,Female,Life,95323.32,13,3,High,502,32763.71,0
POL161264,18,Female,Auto,75049.62,0,1,Low,500,2521.13,0
POL161265,21,Male,Property,81907.73,4,0,Low,456,8437.18,0
POL161266,25,Male,Auto,87728.78,19,0,High,614,25764.2,1
POL161267,66,Female,Property,70634.8,0,2,Medium,596,11451.44,0
POL161268,46,Female,Health,49632.67,14,0,High,456,32765.39,0
POL161269,35,Female,Health,27227.97,15,0,High,434,25565.18,0
POL161270,54,Male,Auto,53226.26,11,0,High,672,34046.17,0
POL161271,48,Male,Auto,85239.44,1,2,Medium,610,12601.77,0
POL161272,23,Male,Life,63415.36,18,2,High,510,31200.24,0
POL161273,61,Female,Auto,64085.74,9,3,High,686,31455.27,1
POL161274,41,Male,Health,24116.33,14,1,High,446,33339.75,0
POL161275,65,Male,Auto,54058.31,1,1,Low,594,3142.17,0
POL161276,58,Male,Auto,88905.01,13,0,High,680,32000.53,1
POL161277,32,Male,Health,45558.81,19,1,High,428,30344.1,0
POL161278,57,Female,Life,59380.34,7,0,Low,478,4080.93,0
POL161279,29,Male,Property,58097.8,18,1,High,572,34359.94,0
POL161280,63,Male,Property,48803.34,3,2,Medium,590,14132.15,0
POL161281,66,Female,Property,72384.36,15,1,High,646,30136.27,1
POL161282,31,Female,Auto,71873.99,14,0,High,626,30465.74,1
POL161283,44,Female,Health,40120.15,14,1,High,452,30611.8,0
POL161284,69,Male,Auto,42331.85,6,3,High,702,29246.81,0
POL161285,54,Female,Property,43395.7,8,1,Low,522,1421.24,0
POL161286,30,Male,Health,57194.53,3,0,Low,324,3565.57,0
POL161287,55,Male,Life,60100.45,15,1,High,574,31094.45,1
POL161288,63,Male,Health,76535.08,11,0,High,490,31563.71,1
POL161289,55,Male,Property,64196.86,5,1,Low,524,6935.03,0
POL161290,20,Female,Life,79790.01,17,0,High,504,28064.83,1
POL161291,33,Male,Property,61033.74,18,1,High,580,32892.3,0
POL161292,29,Female,Life,59435.8,9,2,Medium,472,19564.2,0
POL161293,31,Female,Health,53858.01,9,1,Low,326,2653.33,0
POL161294,51,Female,Property,79994.96,1,0,Low,516,8790.41,0
POL161295,67,Female,Auto,66812.31,12,2,Medium,648,13595.98,0
POL161296,48,Male,Auto,98802.46,17,3,High,660,32410.08,0
POL161297,56,Male,Life,61281.85,9,1,Low,476,7633.7,0
POL161298,22,Female,Property,50581.45,10,1,High,558,28087.34,0
POL161299,29,Female,Auto,68296.49,11,0,High,622,30913.43,0
POL161300,43,Male,Property,75099.22,9,1,Low,500,7531.35,0
POL161301,34,Female,Life,69715.8,0,3,High,532,25007.03,0
POL161302,61,Male,Auto,56422.15,3,1,Low,586,0,0
POL161303,28,Female,Property,15000,4,1,Low,470,6349.73,0
POL161304,50,Male,Auto,62933.36,11,2,Medium,614,12279.63,0
POL161305,58,Male,Property,116567.15,19,2,High,630,28365.48,0
POL161306,57,Female,Auto,89270.48,0,2,Medium,628,14735.2,0
POL161307,63,Female,Auto,38549.84,17,3,High,690,30733.12,0
POL161308,21,Male,Auto,76729.8,4,1,Low,506,4472.18,0
POL161309,49,Male,Auto,61990.98,13,0,High,662,28054.86,1
POL161310,48,Male,Life,69144.05,14,1,High,560,28530.88,0
POL161311,28,Female,Life,28466.49,3,0,Low,420,1530.49,0
POL161312,34,Male,Health,54499.73,18,0,High,432,30979.55,1
POL161313,44,Male,Property,55490.72,11,2,Medium,552,15636.8,0
POL161314,25,Female,Property,34678.55,0,0,Low,464,5859.37,0
POL161315,38,Female,Auto,60187.61,15,2,Medium,590,20013.45,0
POL161316,50,Female,Auto,60343.95,12,0,High,664,34635.41,1
POL161317,67,Female,Property,62800.95,5,0,Low,548,9991.38,0
POL161318,22,Female,Health,69362.13,9,2,Medium,358,17057.29,0
POL161319,49,Male,Life,58973.03,5,3,High,562,30462.51,0
POL161320,42,Male,Auto,59622.14,11,2,Medium,598,15511.79,0
POL161321,25,Male,Auto,73060.28,5,1,Low,514,5586.32,0
POL161322,44,Male,Life,31169.33,9,3,High,552,26755.61,1
POL161323,43,Male,Auto,81329.55,6,1,Low,550,3901.22,0
POL161324,57,Male,Auto,42967.68,19,2,High,678,32135.57,1
POL161325,46,Female,Auto,95573.76,6,0,Low,556,5248.54,0
POL161326,26,Male,Auto,40341.78,0,0,Low,516,4737.7,0
POL161327,35,Female,Life,86177.26,9,2,Medium,484,12712.68,0
POL161328,24,Male,Life,26850.65,14,1,High,512,32062.62,1
POL161329,59,Male,Auto,41294.87,4,2,Medium,632,15194.22,0
POL161330,38,Female,Health,64121.02,18,1,High,440,32176.78,0
POL161331,33,Male,Auto,74288.91,12,1,High,630,28810.98,0
POL161332,20,Male,Health,56799.69,6,2,Medium,354,17484.03,0
POL161333,49,Male,Auto,53145.99,19,2,High,662,33185.3,1
POL161334,27,Female,Auto,36174.62,12,2,Medium,568,13565.29,0
POL161335,49,Male,Health,49033.57,5,0,Low,362,2412.84,0
POL161336,25,Female,Health,40518.45,0,0,Low,314,3746.22,0
POL161337,49,Female,Life,100650.44,4,2,Medium,512,20566.32,1
POL161338,67,Male,Health,48427.99,1,0,Low,398,5991.35,0
POL161339,21,Male,Property,36705.39,14,0,High,556,28771.25,0
POL161340,46,Male,Auto,46014.05,9,0,Low,556,3668.21,0
POL161341,29,Male,Life,68527.89,2,2,Medium,472,18607.07,0
POL161342,54,Female,Life,36495.36,12,0,High,572,28973.71,0
POL161343,53,Female,Property,76444.67,16,2,High,620,30887.8,0
POL161344,68,Male,Health,70671.93,5,1,Low,400,7432.98,0
POL161345,36,Female,Auto,34821.21,2,1,Low,536,8644.94,0
POL161346,54,Male,Auto,94374.74,3,1,Low,572,0,0
POL161347,64,Female,Health,54705.63,5,1,Low,392,5549.43,0
POL161348,48,Male,Health,72169.66,11,2,Medium,410,15645.3,0
POL161349,61,Female,Property,65047.89,10,4,High,636,32975.46,1
POL161350,43,Male,Auto,79744.34,4,1,Low,550,5471.06,0
POL161351,62,Female,Auto,48773.31,11,1,High,688,29721.5,0
POL161352,23,Male,Life,87606.63,0,2,Medium,460,16064.12,1
POL161353,46,Female,Health,38041.7,4,2,Medium,406,18634.91,0
POL161354,34,Female,Auto,73010.3,13,1,High,632,32515.77,0
POL161355,37,Male,Property,53751.8,1,2,Medium,538,14412.05,0
POL161356,59,Male,Auto,64366.13,2,0,Low,582,4985.5,0
POL161357,63,Female,Property,56295.25,17,1,High,640,30165.16,1
POL161358,64,Male,Auto,53545.25,3,2,Medium,642,22803.54,0
POL161359,27,Male,Property,28852.18,7,2,Medium,518,15419.04,0
POL161360,23,Male,Health,65034.55,6,2,Medium,360,12355.26,0
POL161361,65,Female,Property,92842.87,0,0,Low,544,60.7,1
POL161362,49,Male,Life,63757.48,17,3,High,562,34501.29,0
POL161363,19,Female,Health,15000,12,0,High,402,28720.57,1
POL161364,27,Female,Health,44987.3,12,0,High,418,30254.17,1
POL161365,54,Male,Health,32423.12,11,1,High,472,28073.35,0
POL161366,44,Male,Life,39213.5,5,0,Low,452,3279.94,0
POL161367,58,Male,Auto,38546.31,0,3,High,680,28494.24,0
POL161368,36,Male,Property,57722.29,9,1,Low,486,6617.36,0
POL161369,68,Male,Auto,33389.2,14,1,High,700,28505.27,0
POL161370,58,Female,Property,59501.85,11,3,High,630,30970.6,0
POL161371,33,Male,Property,47554.03,16,4,High,580,32198.32,0
POL161372,68,Male,Auto,47106.55,1,0,Low,600,5477.72,0
POL161373,37,Male,Auto,58113.35,8,1,Low,538,764.32,0
POL161374,53,Male,Auto,56787.2,1,1,Low,570,9014.81,0
POL161375,22,Male,Health,51070.58,19,1,High,408,34061.54,0
POL161376,35,Male,Health,59959.44,1,1,Low,334,9352.16,0
POL161377,25,Female,Health,55456.5,18,1,High,414,33028.62,0
POL161378,30,Male,Auto,51297.66,7,1,Low,524,3173.2,0
POL161379,58,Female,Property,95758.8,6,0,Low,530,6403.21,0
POL161380,27,Female,Health,45920.54,7,1,Low,318,4824.03,0
POL161381,53,Male,Auto,91093.22,2,2,Medium,620,18154.53,0
POL161382,36,Female,Life,74238.88,3,2,Medium,486,10971.64,0
POL161383,48,Male,Health,79938.59,9,1,Low,360,8771.52,0
POL161384,53,Male,Life,50380.65,4,2,Medium,520,11223.51,0
POL161385,46,Female,Auto,72510.77,18,0,High,656,27853.87,0
POL161386,62,Female,Auto,74143.27,10,1,High,688,25328.39,0
POL161387,40,Male,Health,34857.09,13,0,High,444,28703.67,0
POL161388,49,Male,Property,93125.19,15,2,Medium,562,15118.38,0
POL161389,66,Female,Auto,90680.49,4,1,Low,596,6166.17,0
POL161390,28,Male,Property,49876.31,9,0,Low,470,245.29,0
POL161391,19,Female,Health,59770.79,9,1,Low,302,6516.46,0
POL161392,49,Male,Life,79298.04,4,2,Medium,512,15355.02,0
POL161393,22,Male,Health,23487.48,10,1,High,408,27368.95,0
POL161394,48,Male,Health,71182.22,15,1,High,460,28468.44,1
POL161395,30,Male,Auto,63165.68,6,0,Low,524,4711.4,1
POL161396,39,Female,Health,69433.64,14,0,High,442,25930.06,0
POL161397,52,Female,Property,62147.13,7,1,Low,518,7447.17,0
POL161398,36,Male,Property,22825.05,18,0,High,586,31624.09,0
POL161399,46,Female,Auto,64134.1,10,0,High,656,26932.98,0
POL161400,40,Female,Life,60956.94,16,1,High,544,31130.3,0
POL161401,36,Male,Property,49926.29,15,2,Medium,536,11442.51,0
POL161402,33,Female,Health,92442.47,2,3,High,430,27735.61,0
POL161403,48,Female,Auto,29078.14,13,1,High,660,29666.11,0
POL161404,33,Male,Auto,62225.45,14,2,Medium,580,19666.61,0
POL161405,43,Male,Life,29897.92,9,1,Low,450,5660.81,0
POL161406,20,Male,Property,85553.37,15,1,High,554,30529.25,1
POL161407,40,Female,Auto,73679.05,18,1,High,644,29083.54,0
POL161408,26,Male,Life,33595.67,11,1,High,516,30008.77,1
POL161409,68,Male,Life,64738.22,19,2,High,600,26486.99,1
POL161410,41,Female,Auto,59878.57,0,2,Medium,596,19371.86,1
POL161411,50,Female,Property,52741.81,5,0,Low,514,4451.58,1
POL161412,31,Female,Auto,68464.83,6,3,High,626,25108.8,0
POL161413,45,Female,Auto,49763.96,4,2,Medium,604,17630.91,0
POL161414,41,Female,Auto,50742.22,11,0,High,646,31134.04,0
POL161415,60,Male,Auto,61556.93,15,0,High,684,32777.56,1
POL161416,67,Male,Auto,55118.84,4,0,Low,598,2640.85,1
POL161417,69,Male,Life,36068.31,7,2,Medium,552,11307.52,0
POL161418,24,Male,Property,65710.95,10,2,Medium,512,11711.97,0
POL161419,55,Female,Auto,49057.35,11,1,High,674,29456.36,0
POL161420,61,Female,Auto,46146.97,4,1,Low,586,0,0
POL161421,42,Male,Auto,40975.12,8,0,Low,548,8199.8,0
POL161422,19,Female,Property,54031.75,4,1,Low,452,2729.09,0
POL161423,62,Male,Health,32575.11,10,3,High,488,33003.65,0
POL161424,69,Male,Auto,64836.72,2,1,Low,602,4619.63,0
POL161425,18,Female,Auto,28393.89,11,2,Medium,550,12422.37,0
POL161426,40,Male,Auto,72282.42,14,2,Medium,594,10918.17,0
POL161427,64,Female,Property,64509.81,17,0,High,642,31957.02,1
POL161428,69,Male,Property,59885.06,14,2,Medium,602,14931.75,0
POL161429,57,Female,Life,22133.52,15,1,High,578,29965.33,0
POL161430,35,Male,Life,83565.75,5,2,Medium,484,12787.2,0
POL161431,64,Female,Auto,98169.32,4,2,Medium,642,15562.78,0
POL161432,25,Female,Auto,68924.03,10,2,Medium,564,16187.42,0
POL161433,51,Male,Property,53367.53,13,3,High,616,26858.19,0
POL161434,60,Female,Auto,44922.03,0,2,Medium,634,14053.56,0
POL161435,25,Female,Property,65409.31,12,0,High,564,27742.4,0
POL161436,46,Male,Health,69054.92,18,0,High,456,29117.28,0
POL161437,30,Male,Life,32544.96,2,0,Low,424,9260.5,0
POL161438,18,Female,Life,33285.11,9,0,Low,400,3760.05,0
POL161439,46,Female,Life,39949.31,16,1,High,556,33120.03,0
POL161440,67,Male,Property,80174.49,8,2,Medium,598,16106.18,0
POL161441,54,Female,Health,56532.53,2,2,Medium,422,19615.51,0
POL161442,18,Male,Auto,92562.17,12,1,High,600,32864.43,0
POL161443,61,Female,Auto,44516.57,10,2,Medium,636,10335.72,0
POL161444,22,Female,Auto,62812.56,2,4,High,608,35033.74,1
POL161445,65,Female,Auto,113285.65,14,1,High,694,28037.46,1
POL161446,67,Male,Health,48194.94,0,2,Medium,448,13519.6,0
POL161447,19,Male,Health,75928.47,0,1,Low,302,7857.71,0
POL161448,64,Female,Health,76651.89,18,0,High,492,30083.56,0
POL161449,39,Female,Auto,76935,4,1,Low,542,4755.47,0
POL161450,47,Female,Auto,59223.96,4,0,Low,558,8824.38,0
POL161451,28,Female,Property,55385.53,12,2,Medium,520,12780.35,1
POL161452,46,Male,Health,58481.52,2,0,Low,356,4556.42,1
POL161453,59,Male,Auto,44914.11,2,3,High,682,30365.3,0
POL161454,20,Female,Health,81292.36,14,0,High,404,30634.8,0
POL161455,62,Male,Auto,26751.03,17,1,High,688,25072.78,0
POL161456,30,Female,Property,40206.91,17,1,High,574,30722.36,0
POL161457,20,Male,Health,71845.36,0,2,Medium,354,15559.64,0
POL161458,27,Female,Health,85199.95,14,0,High,418,29843.91,0
POL161459,21,Female,Life,76743.57,4,1,Low,406,9195.13,0
POL161460,31,Male,Health,59407.47,12,1,High,426,29748.21,0
POL161461,40,Male,Auto,58194.46,0,1,Low,544,5318.73,0
POL161462,34,Female,Auto,46952.47,6,1,Low,532,6036.59,1
POL161463,18,Female,Auto,70160.93,17,1,High,600,31015.32,0
POL161464,32,Female,Health,40928.53,3,1,Low,328,9209.52,0
POL161465,19,Female,Auto,85327.62,3,1,Low,502,0,0
POL161466,35,Male,Life,76416.82,4,0,Low,434,6210.49,0
POL161467,56,Female,Property,40410.33,15,3,High,626,30671.88,0
POL161468,39,Female,Life,50875.67,3,2,Medium,492,19063.33,0
POL161469,45,Male,Health,46859.18,2,0,Low,354,7049.54,0
POL161470,47,Female,Life,25084.64,4,1,Low,458,11793.5,0
POL161471,30,Male,Life,42737.74,6,0,Low,424,6763.17,0
POL161472,20,Male,Health,50817.29,1,2,Medium,354,14898.32,0
POL161473,20,Female,Life,49978.18,0,2,Medium,454,17061.7,1
POL161474,62,Male,Life,71893.59,10,2,Medium,538,19978.48,0
POL161475,43,Female,Health,62237.47,8,1,Low,350,2658.32,0
POL161476,21,Male,Auto,103125.52,6,2,Medium,556,19190.9,0
POL161477,33,Female,Auto,55433.91,15,2,Medium,580,9847.43,0
POL161478,45,Female,Life,80477.24,16,2,High,554,27748.94,1
POL161479,25,Male,Health,80609.14,10,0,High,414,29847.35,1
POL161480,57,Male,Property,48604.14,6,1,Low,528,6112.36,1
POL161481,33,Female,Health,91533,16,2,High,430,34604.17,0
POL161482,48,Male,Auto,76534.12,9,0,Low,560,7613,0
POL161483,40,Female,Health,44110.4,15,0,High,444,29778.03,1
POL161484,19,Female,Health,92022.92,17,1,High,402,26425.05,0
POL161485,26,Male,Health,83286.64,19,3,High,416,33738.88,0
POL161486,44,Male,Auto,56619.97,11,1,High,652,27171.7,0
POL161487,62,Male,Property,35959.7,17,0,High,638,27801.72,1
POL161488,39,Female,Health,91290.09,4,1,Low,342,3471.5,0
POL161489,61,Female,Property,30499.99,1,0,Low,536,5819.08,0
POL161490,51,Female,Auto,28486.85,0,2,Medium,616,12997.16,0
POL161491,26,Male,Property,68314.48,10,1,High,566,29860.01,1
POL161492,50,Female,Life,92185.89,9,0,Low,464,5205.37,1
POL161493,55,Female,Health,85109.72,7,1,Low,374,3763.68,0
POL161494,51,Female,Auto,44532.59,8,3,High,666,30140.7,1
POL161495,52,Male,Life,83839.59,4,1,Low,468,6785.84,0
POL161496,64,Male,Health,52860.09,7,2,Medium,442,11875.56,0
POL161497,43,Male,Auto,46542.39,13,2,Medium,600,17751.57,0
POL161498,24,Female,Life,78337.46,5,1,Low,412,2901.76,0
POL161499,62,Male,Health,82289.23,6,1,Low,388,906.34,0
POL161500,65,Male,Auto,43569.22,9,1,Low,594,4360.41,0
POL161501,62,Male,Life,47485.31,4,1,Low,488,6821.49,0
POL161502,44,Male,Health,42122.17,17,1,High,452,35451.16,0
POL161503,29,Male,Auto,40386.96,8,2,Medium,572,18510.12,0
POL161504,34,Male,Auto,31267.64,12,0,High,632,30780.13,0
POL161505,38,Male,Auto,52778.51,11,1,High,640,30855.98,1
POL161506,60,Male,Life,80909.61,19,2,High,584,29879.36,1
POL161507,39,Male,Life,85994.84,11,1,High,542,37103.25,0
POL161508,43,Male,Auto,46346.66,9,1,Low,550,9299.96,0
POL161509,56,Male,Auto,85112.38,14,2,Medium,626,10845.69,0
POL161510,30,Female,Life,98603.66,9,3,High,524,29127.76,0
POL161511,59,Female,Property,73427.73,16,1,High,632,30450.94,1
POL161512,59,Female,Life,73945.92,0,2,Medium,532,9347.25,0
POL161513,62,Male,Auto,57215.34,5,0,Low,588,2677.58,0
POL161514,40,Female,Health,31819.3,19,1,High,444,27969.62,1
POL161515,68,Female,Auto,36239,8,0,Low,600,1542.79,0
POL161516,47,Female,Property,63815.39,6,2,Medium,558,11970.84,0
POL161517,34,Female,Auto,63764.73,12,1,High,632,28948.35,1
POL161518,44,Female,Auto,81944.68,13,1,High,652,27575.08,1
POL161519,37,Female,Property,65146,9,0,Low,488,2859.5,0
POL161520,24,Male,Auto,70264.39,0,1,Low,512,3283.68,0
POL161521,21,Male,Auto,58462.01,11,0,High,606,32351.3,0
POL161522,66,Male,Health,57660.59,2,0,Low,396,1128.5,0
POL161523,48,Female,Health,83263.02,2,0,Low,360,1753.66,0
POL161524,47,Female,Auto,58504.94,7,1,Low,558,4693.23,0
POL161525,48,Male,Property,90754.57,8,1,Low,510,3167.03,0
POL161526,21,Female,Health,67192.67,19,2,High,406,31407.56,1
POL161527,35,Male,Health,51663.57,13,0,High,434,29055.22,0
POL161528,37,Female,Health,56567.93,16,2,High,438,33777.64,0
POL161529,57,Male,Auto,52824.15,5,0,Low,578,2570.9,0
POL161530,57,Male,Life,73145.91,17,1,High,578,27690.51,1
POL161531,65,Male,Property,47940.53,3,3,High,644,27219.63,0
POL161532,64,Male,Property,22996.16,10,0,High,642,28175.48,0
POL161533,67,Female,Property,46706.95,16,3,High,648,28250.81,1
POL161534,40,Female,Property,53960.72,12,1,High,594,33117.31,0
POL161535,68,Female,Life,59618.31,15,0,High,600,29741.49,1
POL161536,55,Male,Auto,66213.39,1,1,Low,574,6825.98,0
POL161537,26,Female,Life,35978.36,4,0,Low,416,4971.46,0
POL161538,33,Female,Health,58384.08,2,0,Low,330,2992.95,0
POL161539,38,Female,Auto,75376.28,7,0,Low,540,6066.56,0
POL161540,26,Female,Auto,35834.94,10,2,Medium,566,18084.9,0
POL161541,69,Male,Auto,65687.9,1,1,Low,602,8528.3,0
POL161542,42,Male,Auto,58031.31,14,0,High,648,31177.83,1
POL161543,66,Male,Auto,82791.79,10,2,Medium,646,15187.75,0
POL161544,53,Male,Property,45138.83,4,1,Low,520,7020.3,0
POL161545,64,Male,Health,88247.94,17,0,High,492,30709.43,0
POL161546,60,Female,Auto,28388.86,19,1,High,684,28682.43,1
POL161547,31,Female,Auto,65089.55,11,0,High,626,28131.95,0
POL161548,34,Male,Auto,87541.08,3,1,Low,532,6688.52,0
POL161549,45,Female,Health,85993.97,13,2,Medium,404,12147.31,0
POL161550,62,Male,Life,65986.11,17,2,High,588,31958.42,0
POL161551,58,Female,Life,56866.28,11,2,Medium,530,19970.74,0
POL161552,65,Male,Life,68518.36,2,1,Low,494,7286.58,0
POL161553,25,Female,Auto,70799.87,16,2,High,614,29733.31,1
POL161554,31,Male,Property,52789,4,4,High,576,28519.81,1
POL161555,32,Male,Health,83888.21,2,0,Low,328,10500.17,0
POL161556,56,Female,Life,50456.88,12,0,High,576,30070.46,1
POL161557,42,Female,Auto,64183.73,3,1,Low,548,2603.54,0
POL161558,28,Female,Health,73311.1,7,0,Low,320,6979.72,0
POL161559,46,Male,Auto,51101,19,2,High,656,29417.85,1
POL161560,20,Female,Property,68205.35,8,2,Medium,504,14596.57,0
POL161561,56,Male,Life,21401.09,19,1,High,576,25352.44,0
POL161562,39,Male,Health,48786.38,17,4,High,442,34621.12,1
POL161563,54,Female,Life,62076.13,13,0,High,572,30892.71,1
POL161564,58,Male,Health,71511.31,1,0,Low,380,4094.76,0
