Claim_ID,Claim_Date,Policyholder_ID,Claim_Amount,Claim_Type,Suspicious_Flags,Fraud_Label
C50862,25-01-2023,P50862,17157.79,Vehicle,TRUE,0
C50863,28-01-2023,P50863,11617.46,Vehicle,TRUE,1
C50864,07-04-2023,P50864,10950.49,Vehicle,FALSE,0
C50865,28-03-2023,P50865,13081.7,Vehicle,FALSE,0
C50866,26-01-2023,P50866,12107.79,Vehicle,TRUE,1
C50867,30-04-2023,P50867,15483.47,Vehicle,TRUE,1
C50868,20-07-2023,P50868,5906.71,Medical,FALSE,0
C50869,23-12-2023,P50869,9090.94,Vehicle,FALSE,0
C50870,19-12-2023,P50870,12682.59,Vehicle,FALSE,0
C50871,15-01-2023,P50871,11311.21,Vehicle,FALSE,0
C50872,01-11-2023,P50872,9445.37,Vehicle,FALSE,0
C50873,11-09-2023,P50873,5060.24,Vehicle,FALSE,0
C50874,21-04-2023,P50874,12798.96,Vehicle,FALSE,0
C50875,08-01-2023,P50875,11182.19,Vehicle,FALSE,0
C50876,07-12-2023,P50876,16402.93,Vehicle,FALSE,0
C50877,08-05-2023,P50877,13571.85,Vehicle,FALSE,0
C50878,05-07-2023,P50878,12491.74,Vehicle,FALSE,0
C50879,14-01-2023,P50879,12636.39,Vehicle,FALSE,0
C50880,18-08-2023,P50880,10366.5,Vehicle,TRUE,1
C50881,01-04-2023,P50881,12074.29,Vehicle,FALSE,0
C50882,04-01-2023,P50882,23146.77,Home Damage,TRUE,1
C50883,01-06-2023,P50883,13188.4,Vehicle,FALSE,0
C50884,07-08-2023,P50884,7205.4,Medical,FALSE,0
C50885,17-03-2023,P50885,20950.89,Home Damage,FALSE,0
C50886,11-10-2023,P50886,13761.25,Vehicle,FALSE,0
C50887,21-12-2023,P50887,27371.35,Home Damage,FALSE,0
C50888,04-08-2023,P50888,19658.05,Home Damage,FALSE,0
C50889,08-06-2023,P50889,25043.2,Home Damage,FALSE,0
C50890,08-09-2023,P50890,11704.13,Medical,FALSE,0
C50891,08-03-2023,P50891,12311.97,Home Damage,FALSE,0
C50892,10-08-2023,P50892,8438.02,Vehicle,TRUE,0
C50893,11-07-2023,P50893,9283.5,Medical,FALSE,0
C50894,07-08-2023,P50894,10829.61,Vehicle,FALSE,0
C50895,17-01-2023,P50895,14767.39,Home Damage,FALSE,0
C50896,17-04-2023,P50896,24643.66,Home Damage,FALSE,0
C50897,15-08-2023,P50897,10434.67,Vehicle,FALSE,0
C50898,22-03-2023,P50898,14777.67,Vehicle,FALSE,0
C50899,24-09-2023,P50899,11839.92,Vehicle,FALSE,0
C50900,15-06-2023,P50900,13201.17,Vehicle,FALSE,0
C50901,23-12-2023,P50901,16596.14,Vehicle,FALSE,0
C50902,22-08-2023,P50902,24031.06,Home Damage,TRUE,1
C50903,11-06-2023,P50903,13829.28,Vehicle,FALSE,0
C50904,24-06-2023,P50904,10716.03,Vehicle,FALSE,0
C50905,09-06-2023,P50905,12869.96,Vehicle,FALSE,0
C50906,29-12-2023,P50906,6200.34,Vehicle,FALSE,0
C50907,04-07-2023,P50907,17900.87,Home Damage,TRUE,1
C50908,23-06-2023,P50908,8869.41,Vehicle,FALSE,0
C50909,26-08-2023,P50909,12610.12,Vehicle,TRUE,1
C50910,12-06-2023,P50910,15236.89,Vehicle,FALSE,0
C50911,26-08-2023,P50911,18203.34,Vehicle,TRUE,0
C50912,16-04-2023,P50912,12319.13,Vehicle,FALSE,0
C50913,28-04-2023,P50913,5574.32,Medical,FALSE,0
C50914,20-08-2023,P50914,9489.43,Vehicle,TRUE,0
C50915,17-03-2023,P50915,17470.85,Home Damage,FALSE,0
C50916,05-01-2023,P50916,12422.08,Vehicle,FALSE,0
C50917,06-08-2023,P50917,15122.65,Vehicle,FALSE,0
C50918,09-10-2023,P50918,21843.24,Home Damage,FALSE,0
C50919,29-11-2023,P50919,20568.54,Home Damage,FALSE,0
C50920,24-08-2023,P50920,12525.4,Vehicle,FALSE,0
C50921,19-11-2023,P50921,11771.89,Vehicle,FALSE,0
C50922,01-02-2023,P50922,5511.41,Medical,TRUE,1
C50923,26-06-2023,P50923,14329.77,Vehicle,FALSE,0
C50924,29-04-2023,P50924,11196.32,Vehicle,FALSE,0
C50925,09-07-2023,P50925,18160.3,Vehicle,FALSE,0
C50926,12-04-2023,P50926,6117.99,Medical,FALSE,1
C50927,31-12-2023,P50927,10024.38,Vehicle,FALSE,0
C50928,20-03-2023,P50928,16403.78,Vehicle,FALSE,0
C50929,18-11-2023,P50929,14044.12,Vehicle,FALSE,0
C50930,19-05-2023,P50930,18530.81,Home Damage,FALSE,0
C50931,02-12-2023,P50931,17471.87,Vehicle,FALSE,0
C50932,14-08-2023,P50932,19785.48,Home Damage,FALSE,0
C50933,23-09-2023,P50933,10210.16,Vehicle,FALSE,0
C50934,29-11-2023,P50934,16165.82,Vehicle,FALSE,0
C50935,12-08-2023,P50935,11093.83,Vehicle,TRUE,1
C50936,01-03-2023,P50936,11929.67,Vehicle,FALSE,0
C50937,21-09-2023,P50937,9951.49,Vehicle,FALSE,0
C50938,17-02-2023,P50938,28848.57,Home Damage,TRUE,1
C50939,22-03-2023,P50939,10503.11,Vehicle,FALSE,0
C50940,24-10-2023,P50940,14944.95,Vehicle,FALSE,0
C50941,08-01-2023,P50941,16427.3,Vehicle,FALSE,0
C50942,15-12-2023,P50942,11410.08,Vehicle,FALSE,0
C50943,06-09-2023,P50943,10351.8,Vehicle,FALSE,0
C50944,01-09-2023,P50944,9078.58,Vehicle,FALSE,0
C50945,14-06-2023,P50945,19310.99,Vehicle,FALSE,0
C50946,13-12-2023,P50946,6516.41,Medical,FALSE,0
C50947,16-11-2023,P50947,16418.43,Vehicle,FALSE,0
C50948,06-07-2023,P50948,14358.97,Home Damage,FALSE,0
C50949,06-09-2023,P50949,11604.08,Vehicle,FALSE,0
C50950,07-05-2023,P50950,12894.04,Vehicle,FALSE,0
C50951,29-03-2023,P50951,13750.5,Vehicle,FALSE,1
C50952,14-02-2023,P50952,10224.52,Medical,FALSE,0
C50953,09-10-2023,P50953,15503.1,Vehicle,FALSE,0
C50954,03-09-2023,P50954,7513.48,Medical,TRUE,1
C50955,06-08-2023,P50955,12247.82,Vehicle,FALSE,0
C50956,15-01-2023,P50956,10912.04,Vehicle,FALSE,0
C50957,13-09-2023,P50957,18714.9,Home Damage,TRUE,0
C50958,10-11-2023,P50958,12706.91,Vehicle,FALSE,1
C50959,26-06-2023,P50959,12616.49,Vehicle,FALSE,0
C50960,01-12-2023,P50960,14347.21,Vehicle,TRUE,1
C50961,03-08-2023,P50961,12445.17,Vehicle,TRUE,1
C50962,25-01-2023,P50962,9931.59,Vehicle,FALSE,0
C50963,20-11-2023,P50963,9323.17,Vehicle,FALSE,0
C50964,19-10-2023,P50964,24790.15,Home Damage,FALSE,0
C50965,27-04-2023,P50965,11594.78,Vehicle,FALSE,0
C50966,21-03-2023,P50966,13932.83,Vehicle,FALSE,0
C50967,24-06-2023,P50967,3802.4,Medical,FALSE,0
C50968,20-08-2023,P50968,8287.42,Vehicle,FALSE,0
C50969,11-11-2023,P50969,11308.09,Medical,FALSE,0
C50970,09-02-2023,P50970,5473.36,Medical,FALSE,0
C50971,20-06-2023,P50971,10228.77,Vehicle,FALSE,0
C50972,27-04-2023,P50972,12830.88,Vehicle,FALSE,0
C50973,03-07-2023,P50973,17820.62,Vehicle,FALSE,0
C50974,22-03-2023,P50974,7056.43,Vehicle,FALSE,0
C50975,12-03-2023,P50975,26320.81,Home Damage,FALSE,0
C50976,20-05-2023,P50976,11701.29,Vehicle,TRUE,1
C50977,12-07-2023,P50977,14826.35,Vehicle,FALSE,0
C50978,20-06-2023,P50978,9298.22,Vehicle,FALSE,0
C50979,11-04-2023,P50979,9202.39,Medical,TRUE,0
C50980,11-03-2023,P50980,10723.3,Vehicle,FALSE,0
C50981,23-06-2023,P50981,13130.5,Vehicle,TRUE,0
C50982,08-07-2023,P50982,14676.62,Vehicle,FALSE,1
C50983,03-08-2023,P50983,15168.9,Home Damage,TRUE,0
C50984,25-01-2023,P50984,8476.98,Vehicle,FALSE,0
C50985,30-03-2023,P50985,15935.7,Vehicle,FALSE,0
C50986,11-05-2023,P50986,13011.89,Vehicle,FALSE,0
C50987,15-07-2023,P50987,15175.55,Vehicle,TRUE,1
C50988,15-11-2023,P50988,15508.85,Vehicle,FALSE,0
C50989,13-10-2023,P50989,8204.81,Vehicle,FALSE,0
C50990,13-08-2023,P50990,10550.38,Vehicle,FALSE,0
C50991,15-12-2023,P50991,7409.95,Medical,FALSE,0
C50992,30-11-2023,P50992,11461.12,Vehicle,FALSE,0
C50993,07-12-2023,P50993,9411.93,Vehicle,FALSE,0
C50994,23-11-2023,P50994,11243.23,Medical,FALSE,0
C50995,29-05-2023,P50995,11149.31,Vehicle,FALSE,0
C50996,12-03-2023,P50996,7919,Vehicle,FALSE,1
C50997,09-05-2023,P50997,14407.57,Vehicle,TRUE,1
C50998,17-10-2023,P50998,12147.18,Vehicle,FALSE,0
C50999,28-03-2023,P50999,7741.62,Medical,FALSE,0
C51000,18-01-2023,P51000,7333.56,Vehicle,FALSE,0
C51001,12-02-2023,P51001,9731.87,Medical,FALSE,0
C51002,17-03-2023,P51002,10423.38,Vehicle,FALSE,0
C51003,30-11-2023,P51003,10263.65,Medical,FALSE,0
C51004,10-02-2023,P51004,25783.73,Home Damage,FALSE,0
C51005,28-12-2023,P51005,4443.76,Medical,FALSE,0
C51006,31-12-2023,P51006,26105.53,Home Damage,FALSE,0
C51007,07-10-2023,P51007,7503.19,Medical,TRUE,1
C51008,07-10-2023,P51008,7705.55,Vehicle,FALSE,0
C51009,16-09-2023,P51009,8296.83,Medical,FALSE,0
C51010,25-11-2023,P51010,11555.26,Vehicle,FALSE,0
C51011,24-01-2023,P51011,12925.8,Home Damage,TRUE,1
C51012,23-10-2023,P51012,8465.47,Medical,FALSE,0
C51013,23-11-2023,P51013,25289.78,Home Damage,FALSE,0
C51014,19-04-2023,P51014,7702.91,Medical,FALSE,0
C51015,25-12-2023,P51015,11508.05,Vehicle,TRUE,1
C51016,16-10-2023,P51016,14761.94,Home Damage,FALSE,0
C51017,14-11-2023,P51017,22160.93,Home Damage,FALSE,0
C51018,07-12-2023,P51018,9633.72,Medical,FALSE,0
C51019,13-11-2023,P51019,11748.64,Vehicle,FALSE,0
C51020,15-12-2023,P51020,11677.67,Vehicle,FALSE,0
C51021,27-01-2023,P51021,13713.67,Vehicle,FALSE,0
C51022,06-05-2023,P51022,14091.33,Vehicle,FALSE,0
C51023,12-11-2023,P51023,15773.18,Vehicle,FALSE,0
C51024,19-06-2023,P51024,9816.2,Vehicle,FALSE,0
C51025,16-02-2023,P51025,17374.98,Vehicle,FALSE,0
C51026,09-12-2023,P51026,12219.09,Vehicle,FALSE,0
C51027,30-06-2023,P51027,15255.13,Home Damage,FALSE,0
C51028,31-12-2023,P51028,11391.89,Vehicle,FALSE,0
C51029,14-03-2023,P51029,18317.61,Vehicle,FALSE,0
C51030,02-05-2023,P51030,10635.75,Medical,FALSE,0
C51031,19-12-2023,P51031,9292.8,Vehicle,FALSE,0
C51032,05-07-2023,P51032,14288.71,Vehicle,FALSE,0
C51033,20-11-2023,P51033,9825.17,Vehicle,FALSE,0
C51034,15-11-2023,P51034,13913.31,Vehicle,TRUE,1
C51035,23-03-2023,P51035,10906.92,Vehicle,FALSE,0
C51036,30-01-2023,P51036,21136.78,Home Damage,FALSE,1
C51037,08-10-2023,P51037,11609.27,Vehicle,FALSE,0
C51038,01-05-2023,P51038,13978.6,Vehicle,TRUE,1
C51039,19-12-2023,P51039,7890.33,Medical,TRUE,1
C51040,21-12-2023,P51040,15215.8,Vehicle,FALSE,0
C51041,16-04-2023,P51041,17112.04,Vehicle,FALSE,0
C51042,08-11-2023,P51042,7992.56,Medical,FALSE,0
C51043,10-05-2023,P51043,11009.31,Medical,TRUE,1
C51044,24-07-2023,P51044,9988.12,Vehicle,TRUE,0
C51045,22-02-2023,P51045,11252.76,Vehicle,FALSE,0
C51046,24-10-2023,P51046,20398.8,Home Damage,FALSE,0
C51047,06-10-2023,P51047,10505.32,Home Damage,FALSE,0
C51048,08-07-2023,P51048,10043.96,Vehicle,FALSE,0
C51049,03-08-2023,P51049,8885.52,Vehicle,FALSE,0
C51050,31-01-2023,P51050,14552.18,Vehicle,TRUE,1
C51051,15-09-2023,P51051,14797.5,Home Damage,FALSE,0
C51052,01-03-2023,P51052,8444.14,Vehicle,FALSE,0
C51053,19-03-2023,P51053,22093.81,Home Damage,FALSE,0
C51054,23-01-2023,P51054,19557.76,Vehicle,TRUE,1
C51055,04-07-2023,P51055,12356.52,Vehicle,FALSE,0
C51056,04-02-2023,P51056,7940.45,Vehicle,FALSE,1
C51057,01-01-2023,P51057,9083.7,Medical,FALSE,0
C51058,15-04-2023,P51058,23616.38,Home Damage,FALSE,0
C51059,25-06-2023,P51059,20781.04,Home Damage,FALSE,0
C51060,18-02-2023,P51060,10416.16,Medical,TRUE,1
C51061,17-06-2023,P51061,9386.73,Vehicle,FALSE,0
C51062,14-11-2023,P51062,13204.02,Vehicle,FALSE,0
C51063,28-09-2023,P51063,8560.76,Vehicle,TRUE,1
C51064,07-06-2023,P51064,17663.69,Vehicle,TRUE,0
C51065,21-01-2023,P51065,14204.15,Home Damage,FALSE,0
C51066,15-04-2023,P51066,16073.95,Vehicle,FALSE,0
C51067,17-10-2023,P51067,8216.84,Vehicle,FALSE,0
C51068,01-05-2023,P51068,13372.82,Vehicle,FALSE,0
C51069,11-07-2023,P51069,9340.83,Vehicle,FALSE,0
C51070,17-08-2023,P51070,11530.1,Vehicle,FALSE,0
C51071,30-06-2023,P51071,7725.05,Medical,FALSE,0
C51072,18-12-2023,P51072,14116.55,Vehicle,FALSE,0
C51073,13-08-2023,P51073,18001.01,Home Damage,TRUE,0
C51074,22-08-2023,P51074,20572.57,Home Damage,FALSE,0
C51075,23-09-2023,P51075,10792.97,Medical,FALSE,0
C51076,12-12-2023,P51076,12374.01,Vehicle,FALSE,0
C51077,10-11-2023,P51077,16564.63,Home Damage,FALSE,0
C51078,31-12-2023,P51078,5992.13,Medical,FALSE,0
C51079,06-08-2023,P51079,20290.26,Home Damage,FALSE,0
C51080,30-07-2023,P51080,11294.85,Vehicle,FALSE,0
C51081,09-04-2023,P51081,11676.51,Vehicle,FALSE,0
C51082,19-04-2023,P51082,15732.06,Home Damage,FALSE,0
C51083,11-12-2023,P51083,24336.47,Home Damage,FALSE,0
C51084,10-09-2023,P51084,10596.68,Vehicle,FALSE,0
C51085,12-01-2023,P51085,21165.03,Home Damage,FALSE,0
C51086,28-04-2023,P51086,11314.22,Vehicle,TRUE,1
C51087,29-03-2023,P51087,11393.39,Vehicle,FALSE,0
C51088,10-12-2023,P51088,25739.33,Home Damage,FALSE,1
C51089,28-07-2023,P51089,9131.3,Vehicle,FALSE,0
C51090,10-05-2023,P51090,6123.38,Medical,FALSE,0
C51091,25-11-2023,P51091,7558.32,Medical,FALSE,0
C51092,02-07-2023,P51092,12694.74,Vehicle,FALSE,0
C51093,24-03-2023,P51093,14986.39,Vehicle,FALSE,0
C51094,11-09-2023,P51094,11762.18,Vehicle,FALSE,0
C51095,05-01-2023,P51095,15538.51,Home Damage,FALSE,0
C51096,30-10-2023,P51096,6458.63,Medical,FALSE,0
C51097,24-01-2023,P51097,12828.73,Vehicle,FALSE,0
C51098,01-05-2023,P51098,6515.56,Medical,FALSE,0
C51099,05-04-2023,P51099,10884.78,Vehicle,FALSE,0
C51100,12-08-2023,P51100,9908.26,Vehicle,FALSE,0
C51101,27-08-2023,P51101,10339.02,Vehicle,FALSE,0
C51102,15-08-2023,P51102,19683.8,Home Damage,FALSE,0
C51103,22-05-2023,P51103,22506.18,Home Damage,FALSE,0
C51104,20-02-2023,P51104,7160.42,Medical,FALSE,0
C51105,25-05-2023,P51105,19146.68,Home Damage,TRUE,1
C51106,04-12-2023,P51106,12866.73,Vehicle,FALSE,0
C51107,24-11-2023,P51107,17538.42,Vehicle,FALSE,0
C51108,03-11-2023,P51108,6617.3,Medical,FALSE,1
C51109,21-02-2023,P51109,9265.68,Vehicle,FALSE,0
C51110,12-01-2023,P51110,6535.73,Medical,FALSE,0
C51111,03-12-2023,P51111,12025.44,Vehicle,TRUE,1
C51112,05-04-2023,P51112,5436.65,Vehicle,FALSE,0
C51113,09-05-2023,P51113,15030.6,Vehicle,FALSE,0
C51114,11-01-2023,P51114,4660.37,Medical,FALSE,0
C51115,29-09-2023,P51115,15073.34,Home Damage,FALSE,0
C51116,23-12-2023,P51116,6971.56,Vehicle,FALSE,0
C51117,02-04-2023,P51117,7208.33,Vehicle,TRUE,0
C51118,09-01-2023,P51118,15082.18,Vehicle,FALSE,0
C51119,03-05-2023,P51119,16838.89,Vehicle,FALSE,1
C51120,21-09-2023,P51120,8042.46,Medical,FALSE,0
C51121,08-10-2023,P51121,11488.94,Vehicle,FALSE,0
C51122,29-04-2023,P51122,13424.03,Vehicle,TRUE,1
C51123,09-07-2023,P51123,13994.38,Vehicle,TRUE,1
C51124,06-10-2023,P51124,15598.95,Vehicle,FALSE,0
C51125,27-10-2023,P51125,5109.22,Medical,FALSE,0
C51126,25-02-2023,P51126,12813.41,Vehicle,FALSE,0
C51127,15-07-2023,P51127,15698.59,Home Damage,FALSE,0
C51128,23-01-2023,P51128,16650.1,Vehicle,FALSE,0
C51129,22-09-2023,P51129,22664.5,Home Damage,FALSE,0
C51130,02-09-2023,P51130,5349.1,Medical,FALSE,0
C51131,17-09-2023,P51131,13160.93,Vehicle,FALSE,0
C51132,19-08-2023,P51132,9154.94,Vehicle,FALSE,0
C51133,29-07-2023,P51133,12024.05,Vehicle,FALSE,0
C51134,11-06-2023,P51134,8331.04,Vehicle,FALSE,0
C51135,20-12-2023,P51135,9436.64,Medical,FALSE,0
C51136,19-06-2023,P51136,10446.51,Medical,FALSE,0
C51137,05-12-2023,P51137,11210.8,Vehicle,FALSE,0
C51138,17-10-2023,P51138,3361.04,Medical,FALSE,0
C51139,15-08-2023,P51139,17899.61,Home Damage,TRUE,1
C51140,27-12-2023,P51140,11149.31,Vehicle,FALSE,0
C51141,29-12-2023,P51141,11855.16,Vehicle,FALSE,0
C51142,12-02-2023,P51142,6852.75,Vehicle,FALSE,0
C51143,14-07-2023,P51143,21277.25,Home Damage,FALSE,0
C51144,12-01-2023,P51144,16127.05,Vehicle,TRUE,0
C51145,29-09-2023,P51145,8057.28,Vehicle,FALSE,0
C51146,03-03-2023,P51146,17265.08,Vehicle,FALSE,0
C51147,17-01-2023,P51147,7404.55,Vehicle,TRUE,1
C51148,28-09-2023,P51148,23285.86,Home Damage,FALSE,0
C51149,26-01-2023,P51149,7278.25,Medical,FALSE,0
C51150,14-02-2023,P51150,13519.42,Vehicle,FALSE,0
C51151,25-05-2023,P51151,23275.12,Home Damage,FALSE,0
C51152,06-03-2023,P51152,11947.47,Vehicle,FALSE,0
C51153,16-12-2023,P51153,27796.41,Home Damage,TRUE,0
C51154,13-10-2023,P51154,9591.65,Vehicle,FALSE,0
C51155,09-03-2023,P51155,26744.75,Home Damage,TRUE,1
C51156,28-12-2023,P51156,16029.06,Vehicle,TRUE,1
C51157,27-10-2023,P51157,7259.47,Vehicle,FALSE,0
C51158,06-04-2023,P51158,11991.89,Vehicle,FALSE,0
C51159,01-03-2023,P51159,10251.88,Vehicle,TRUE,0
C51160,14-09-2023,P51160,8575.01,Vehicle,FALSE,0
C51161,19-01-2023,P51161,13265.02,Vehicle,FALSE,0
C51162,02-02-2023,P51162,22857.72,Home Damage,TRUE,1
C51163,01-04-2023,P51163,20664.35,Home Damage,FALSE,0
C51164,26-08-2023,P51164,12912.69,Vehicle,FALSE,0
C51165,24-01-2023,P51165,8064.32,Vehicle,FALSE,0
C51166,15-08-2023,P51166,7416.6,Medical,FALSE,0
C51167,05-12-2023,P51167,16722.15,Home Damage,FALSE,0
C51168,22-09-2023,P51168,16253.63,Home Damage,FALSE,0
C51169,06-01-2023,P51169,11863.16,Vehicle,FALSE,0
C51170,27-02-2023,P51170,12487.35,Home Damage,FALSE,0
C51171,10-04-2023,P51171,13227.29,Home Damage,FALSE,0
C51172,02-05-2023,P51172,6392.35,Medical,FALSE,0
C51173,23-12-2023,P51173,9390.28,Vehicle,FALSE,0
C51174,06-06-2023,P51174,5784.53,Medical,FALSE,0
C51175,20-07-2023,P51175,17126.5,Vehicle,FALSE,0
C51176,13-08-2023,P51176,6451.21,Medical,FALSE,0
C51177,24-09-2023,P51177,8667.91,Medical,FALSE,0
C51178,31-05-2023,P51178,12638.94,Vehicle,FALSE,0
C51179,14-09-2023,P51179,15937.78,Home Damage,FALSE,0
C51180,22-03-2023,P51180,8302.63,Medical,FALSE,0
C51181,10-04-2023,P51181,10364.72,Vehicle,FALSE,0
C51182,15-04-2023,P51182,12777.62,Vehicle,FALSE,0
C51183,09-09-2023,P51183,7919.16,Medical,FALSE,0
C51184,13-05-2023,P51184,18625.29,Home Damage,FALSE,0
C51185,09-04-2023,P51185,9351.5,Medical,TRUE,1
C51186,27-06-2023,P51186,6933.98,Medical,TRUE,0
C51187,22-09-2023,P51187,10479.11,Vehicle,FALSE,0
C51188,12-05-2023,P51188,22001.91,Home Damage,FALSE,0
C51189,18-07-2023,P51189,11660.91,Vehicle,FALSE,0
C51190,12-07-2023,P51190,10242.16,Medical,FALSE,0
C51191,27-07-2023,P51191,7596.77,Medical,FALSE,0
C51192,26-02-2023,P51192,11558.77,Vehicle,TRUE,0
C51193,19-09-2023,P51193,16839.61,Home Damage,FALSE,0
C51194,18-08-2023,P51194,12258.53,Vehicle,TRUE,1
C51195,22-05-2023,P51195,15668.88,Vehicle,FALSE,0
C51196,04-03-2023,P51196,14948.71,Vehicle,FALSE,0
C51197,28-04-2023,P51197,14484.4,Vehicle,FALSE,0
C51198,17-11-2023,P51198,11508.79,Medical,FALSE,0
C51199,04-11-2023,P51199,9496.57,Vehicle,FALSE,0
C51200,17-11-2023,P51200,7447.44,Medical,FALSE,0
C51201,02-09-2023,P51201,25675.88,Home Damage,FALSE,0
C51202,22-12-2023,P51202,21493.63,Home Damage,FALSE,0
C51203,16-05-2023,P51203,10765.93,Vehicle,FALSE,0
C51204,06-04-2023,P51204,14373.4,Home Damage,FALSE,0
C51205,13-08-2023,P51205,14379.75,Vehicle,FALSE,0
C51206,08-01-2023,P51206,16434.9,Vehicle,FALSE,0
C51207,14-01-2023,P51207,7326.86,Medical,FALSE,0
C51208,24-01-2023,P51208,34898.76,Home Damage,FALSE,0
C51209,11-07-2023,P51209,10965.2,Vehicle,FALSE,0
C51210,29-08-2023,P51210,15802.54,Home Damage,FALSE,0
C51211,15-12-2023,P51211,12025.57,Vehicle,FALSE,0
C51212,25-01-2023,P51212,9577.22,Vehicle,FALSE,0
C51213,09-05-2023,P51213,12677.71,Vehicle,FALSE,0
C51214,28-03-2023,P51214,20839.96,Home Damage,FALSE,0
C51215,21-08-2023,P51215,10819.25,Home Damage,TRUE,1
C51216,16-10-2023,P51216,17803.51,Home Damage,FALSE,0
C51217,25-02-2023,P51217,12429.72,Vehicle,FALSE,0
C51218,09-07-2023,P51218,9536.12,Medical,FALSE,0
C51219,28-01-2023,P51219,8211.79,Vehicle,FALSE,0
C51220,29-01-2023,P51220,16340.73,Home Damage,FALSE,0
C51221,06-10-2023,P51221,19384.83,Home Damage,TRUE,0
C51222,21-06-2023,P51222,19611.72,Home Damage,FALSE,0
C51223,07-02-2023,P51223,7884.59,Vehicle,FALSE,0
C51224,26-10-2023,P51224,22842.41,Home Damage,FALSE,0
C51225,23-09-2023,P51225,13776.1,Vehicle,FALSE,0
C51226,27-01-2023,P51226,10964.38,Vehicle,FALSE,0
C51227,16-05-2023,P51227,16162.02,Vehicle,FALSE,0
C51228,24-08-2023,P51228,12202.41,Vehicle,FALSE,0
C51229,02-09-2023,P51229,12797.83,Vehicle,FALSE,0
C51230,26-03-2023,P51230,16828.64,Home Damage,FALSE,0
C51231,13-01-2023,P51231,11039.64,Vehicle,TRUE,1
C51232,27-02-2023,P51232,15895.17,Vehicle,FALSE,0
C51233,16-09-2023,P51233,6767.23,Medical,FALSE,0
C51234,10-04-2023,P51234,9257.64,Vehicle,FALSE,0
C51235,14-04-2023,P51235,15311.03,Vehicle,FALSE,0
C51236,18-09-2023,P51236,7139.6,Vehicle,FALSE,0
C51237,05-10-2023,P51237,17906.16,Home Damage,FALSE,0
C51238,07-03-2023,P51238,11805.04,Vehicle,FALSE,0
C51239,30-03-2023,P51239,4001.87,Medical,TRUE,1
C51240,23-10-2023,P51240,8898.42,Vehicle,FALSE,0
C51241,29-03-2023,P51241,7648.52,Vehicle,TRUE,0
C51242,05-01-2023,P51242,16556.69,Home Damage,FALSE,0
C51243,24-05-2023,P51243,11472.09,Vehicle,FALSE,0
C51244,27-04-2023,P51244,6769.82,Medical,FALSE,0
C51245,28-09-2023,P51245,8618.13,Vehicle,FALSE,0
C51246,24-07-2023,P51246,16182.95,Vehicle,FALSE,0
C51247,16-03-2023,P51247,10704.43,Vehicle,FALSE,0
C51248,21-03-2023,P51248,13189.82,Vehicle,FALSE,0
C51249,18-01-2023,P51249,14309.85,Vehicle,FALSE,0
C51250,05-08-2023,P51250,15937.78,Home Damage,FALSE,0
C51251,12-04-2023,P51251,13304.69,Vehicle,TRUE,1
C51252,12-05-2023,P51252,14433.79,Vehicle,FALSE,0
C51253,05-11-2023,P51253,16673.61,Vehicle,FALSE,0
C51254,27-02-2023,P51254,12096.21,Vehicle,TRUE,1
C51255,22-04-2023,P51255,14714.61,Vehicle,TRUE,1
C51256,26-03-2023,P51256,14984.18,Vehicle,TRUE,1
C51257,27-11-2023,P51257,25350.35,Home Damage,TRUE,1
C51258,10-11-2023,P51258,7250.71,Medical,FALSE,0
C51259,26-04-2023,P51259,17856.41,Home Damage,FALSE,0
C51260,11-11-2023,P51260,13912.33,Vehicle,FALSE,0
C51261,11-06-2023,P51261,10008.5,Vehicle,TRUE,1
C51262,13-10-2023,P51262,11216.03,Vehicle,FALSE,0
C51263,20-11-2023,P51263,20960.38,Home Damage,FALSE,0
C51264,25-07-2023,P51264,15894.97,Vehicle,FALSE,0
C51265,27-11-2023,P51265,16399,Vehicle,FALSE,0
C51266,09-03-2023,P51266,13129.98,Vehicle,FALSE,0
C51267,05-09-2023,P51267,13904.35,Home Damage,FALSE,0
C51268,26-02-2023,P51268,20506.93,Home Damage,FALSE,0
C51269,14-06-2023,P51269,14435.26,Vehicle,FALSE,0
C51270,15-06-2023,P51270,4811.27,Medical,FALSE,0
C51271,24-10-2023,P51271,9208.69,Vehicle,FALSE,1
C51272,04-01-2023,P51272,9358.43,Home Damage,FALSE,0
C51273,22-10-2023,P51273,24791.72,Home Damage,FALSE,0
C51274,31-12-2023,P51274,10352.2,Vehicle,TRUE,0
C51275,16-04-2023,P51275,13218.6,Vehicle,FALSE,0
C51276,18-04-2023,P51276,14136.99,Home Damage,FALSE,0
C51277,19-06-2023,P51277,19987.84,Home Damage,FALSE,0
C51278,24-09-2023,P51278,9191.63,Medical,FALSE,0
C51279,24-09-2023,P51279,15380.75,Home Damage,FALSE,0
C51280,23-02-2023,P51280,7867.8,Vehicle,FALSE,0
C51281,15-06-2023,P51281,15806.51,Home Damage,FALSE,0
C51282,11-09-2023,P51282,9442.56,Vehicle,FALSE,0
C51283,03-10-2023,P51283,3076.65,Medical,TRUE,1
C51284,03-06-2023,P51284,23551.72,Home Damage,TRUE,1
C51285,08-05-2023,P51285,9506.54,Medical,TRUE,1
C51286,17-03-2023,P51286,9785.2,Vehicle,FALSE,0
C51287,09-08-2023,P51287,18384.18,Vehicle,FALSE,0
C51288,27-09-2023,P51288,5415.64,Medical,FALSE,0
